dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,84.656343,51.861364,84.011430,60.642138,-78.193430,0.000000,0.002491
0.020000,85.853544,51.864112,85.208634,59.078270,-78.193430,0.000000,0.002096
0.020000,87.019469,51.866322,86.374560,57.514401,-78.193430,0.000000,0.001693
0.020000,88.154117,51.868013,87.509210,55.950532,-78.193430,-0.000000,0.001284
0.020000,89.257488,51.869203,88.612582,54.386664,-78.193430,0.000000,0.000871
0.020000,90.329582,51.869914,89.684676,52.822795,-78.193430,0.000000,0.000453
0.020000,91.370399,51.870169,90.725494,51.258927,-78.193430,-0.000000,0.000034
0.020000,92.379939,51.869992,91.735033,49.695058,-78.193430,0.000000,6.282799
0.020000,93.358202,51.869410,92.713296,48.131189,-78.193430,0.000000,6.282379
0.020000,94.305186,51.868449,93.660281,46.567321,-78.193430,-0.000000,6.281961
0.020000,95.220893,51.867138,94.575989,45.003452,-78.193430,0.000000,6.281545
0.020000,96.105322,51.865506,95.460419,43.439584,-78.193430,0.000000,6.281133
0.020000,96.958473,51.863582,96.313572,41.875715,-78.193430,-0.000000,6.280726
0.020000,97.780345,51.861396,97.135448,40.311846,-78.193430,0.000000,6.280325
0.020000,98.570940,51.858980,97.926046,38.747978,-78.193430,0.000000,6.279931
0.020000,99.330256,51.856362,98.685367,37.184109,-78.193430,0.000000,6.279544
0.020000,100.058294,51.853575,99.413410,35.620241,-78.193430,-0.000000,6.279167
0.020000,100.755054,51.850647,100.110176,34.056372,-78.193430,0.000000,6.278800
0.020000,101.420536,51.847610,100.775665,32.492503,-78.193430,0.000000,6.278442
0.020000,102.054740,51.844493,101.409877,30.928635,-78.193430,0.000000,6.278097
0.020000,102.657666,51.841324,102.012811,29.364766,-78.193430,-0.000000,6.277763
0.020000,103.229313,51.838134,102.584467,27.800898,-78.193430,-0.000000,6.277443
0.020000,103.769683,51.834948,103.124847,26.237029,-78.193430,0.000000,6.277136
0.020000,104.278775,51.831794,103.633948,24.673161,-78.193430,-0.000000,6.276843
0.020000,104.756590,51.828697,104.111773,23.109292,-78.193430,-0.000000,6.276566
0.020000,105.203127,51.825683,104.558320,21.545423,-78.193430,0.000000,6.276303
0.020000,105.618386,51.822774,104.973590,19.981555,-78.193430,0.000000,6.276057
0.020000,106.002369,51.819993,105.357582,18.417686,-78.193430,0.000000,6.275828
0.020000,106.355074,51.817360,105.710297,16.853818,-78.193430,-0.000000,6.275615
0.020000,106.676502,51.814896,106.031735,15.289949,-78.193430,0.000000,6.275420
0.020000,106.966653,51.812617,106.321895,13.726080,-78.193430,-0.000000,6.275242
0.020000,107.225528,51.810540,106.580778,12.162212,-78.193430,0.000000,6.275083
0.020000,107.453126,51.808680,106.808384,10.598343,-78.193430,0.000000,6.274943
0.020000,107.649447,51.807050,107.004712,9.034475,-78.193430,-0.000000,6.274821
0.020000,107.814492,51.805661,107.169763,7.470606,-78.193430,0.000000,6.274718
0.020000,107.948261,51.804522,107.303536,5.906737,-78.193430,-0.000000,6.274634
0.020000,108.050753,51.803643,107.406032,4.342869,-78.193430,0.000000,6.274570
0.020000,108.121969,51.803027,107.477251,2.779000,-78.193430,0.000000,6.274525
0.020000,108.161909,51.802681,107.517192,1.215132,-78.193430,-0.000000,6.274500
0.020000,108.176226,51.802557,107.531510,0.216599,-49.926647,1413.339113,6.274491
0.020000,108.178392,51.802538,107.533676,0.000000,-10.829933,1954.835744,6.274490
0.020000,108.178392,51.802538,107.533676,0.000000,0.000000,541.496631,6.274490
